id,n_lines
55358453,5
55358453,31
46312687,5
45974592,6
55604755,12
43812103,15
50886094,13
53426334,96
56802551,7
51264682,29
56710439,12
57143472,3
53853996,6
43295635,24
43295635,23
56840113,4
59879766,5
45957975,5
57585423,3
52712303,7
53301435,7
49043911,15
50565148,4
43043486,4
57927361,47
60346693,8
45377756,5
57886592,4
61771065,3
12116194,11
52625254,20
50347119,5
44277773,6
61331836,8
61331836,12
60923562,3
60923562,4
47670137,3
35435677,15
45453125,41
61111215,13
61938205,3
54682721,16
54682721,17
55453777,3
42097063,10
13787617,10
61388027,9
58925864,3
12109231,14
58827712,12
61444289,22
57993768,20
61917936,32
15148715,3
26901641,5
53781690,17
23690365,6
44094715,3
60938363,38
31925594,4
30088035,39
13989221,5
51205485,46
61836134,18
44365967,11
54172103,5
57845739,3
57845739,11
54119428,6
52208553,17
56994707,6
52190576,27
45316236,16
18968413,3
49875754,14
6930408,8
57414411,9
53983065,7
59690884,20
38389273,23
58321715,16
61931750,10
36279773,11
60449081,2
48274070,24
54704397,2
40438949,8
29595867,30
57283924,22
58256529,10
59333079,10
32889324,4
60915027,21
28298328,4
54732501,2
54798312,4
52233278,12
62009510,10
62009510,5
54821270,12
50102633,12
50643211,6
47786476,3
60928512,17
28401627,7
19207814,3
50217217,19
50217217,11
50217217,12
50217217,10
12246729,23
51207291,2
52436586,27
20463261,2
25822117,2
52579598,5
52123045,8
47650334,9
47650334,5
48845469,14
61539203,8
21850639,6
54493168,3
54493168,3
23965131,4
29318977,6
50206496,16
42747125,19
44370866,4
37010895,9
59807266,17
53516882,3
53516882,17
61157707,2
48024169,8
44076920,7
52417538,19
52237662,6
17673655,3
50074562,6
58839692,22
54999913,3
61246649,13
22986789,10
32023317,5
59836478,3
53884349,4
44454313,3
52596387,7
56458019,5
55120522,4
43011297,3
51454112,22
51454112,23
47266155,19
56986132,5
51910628,2
51910628,4
43480636,3
56735113,21
56791461,2
50637372,5
57012803,5
55493597,10
49677308,21
59382098,13
51572010,14
51147584,3
53377301,6
53377301,5
53198463,21
47132142,3
46235685,2
46235685,2
45844727,7
52785982,7
44837641,6
59285391,29
51820369,7
45886341,5
48933064,3
48933064,6
55284333,14
28114850,6
52801377,10
46190498,2
47872253,17
53208870,10
51750427,21
51383564,5
52090681,11
36323722,7
51870826,18
51831189,4
51831189,5
52925057,3
52925057,3
22004272,5
45602366,3
45602366,9
45602366,5
46972393,7
54264288,6
54264288,25
50780089,6
42301899,23
60292847,6
30484030,2
51884812,53
51884812,27
58455120,6
31395477,17
58716734,3
53251016,12
40121315,2
48834364,3
58798347,9
45809996,3
54325639,6
33840816,39
60422408,7
28941794,3
59265754,4
44238931,4
41457093,2
56356050,17
35169908,9
45839670,6
60926441,2
60926441,2
53377212,3
56642430,8
17556177,11
59530471,20
47270223,12
47270223,17
47270223,5
50660334,3
58761445,11
38081078,10
50347113,29
51194573,12
24386348,4
45883906,21
31525419,3
44241528,4
34434507,8
51855783,6
29228948,4
29228948,3
48449898,11
49491543,5
44460156,4
58381599,18
59773737,5
59773737,5
58926676,2
16089772,8
43798885,12
36233649,13
59038289,8
56003116,17
38992087,11
46642314,5
8150897,14
55784794,15
57723519,5
45846291,3
45846291,8
51101171,2
60737639,9
47464157,25
46292871,3
46042832,8
53684681,3
51680241,10
52073135,13
52073135,3
53489356,4
49396388,14
53497990,11
56909601,3
27988526,8
38714096,11
58342477,10
51125548,3
34837065,11
47308092,3
18120974,4
13311384,9
19447963,2
45673641,8
43222449,8
35169196,6
43811864,6
43811864,3
57744042,6
48416681,11
4414604,2
44542679,3
44542679,3
32111511,19
48623119,7
34922122,13
45604823,43
52545288,3
45977825,16
44893000,8
45658905,3
45658905,6
27806470,2
48838162,5
48838162,5
47071203,5
35633411,9
58767708,7
50950625,13
19853715,3
38198169,5
51114535,4
55645380,13
60840957,7
57419522,12
57419522,8
58771696,14
50607188,9
36221899,11
36559325,15
53943493,2
57327248,5
40529768,12
40529768,12
57056410,2
44724215,18
44724215,29
59415057,7
60552444,29
54411938,15
46474949,9
60411262,4
55526843,3
34538065,23
51142014,6
37795810,4
35714916,5
49275480,5
47355942,8
30905075,7
15878178,2
56505385,16
25419408,28
36624533,6
50139554,2
52620923,3
52620923,8
50635041,14
44426859,24
38018025,3
52709484,4
52709484,4
52709484,6
48145631,7
48998940,2
48070945,14
50698760,5
50698760,16
61223405,5
44840495,2
61882949,5
44975739,3
23719970,9
60486431,4
36011481,7
54459726,10
54649646,2
54990211,2
23954369,9
59875762,8
44744008,9
57779734,27
28404401,6
57919501,3
53375536,8
53375536,5
45443487,8
45032712,2
45032712,12
45032712,5
58821017,5
15817007,14
60310793,4
61800414,5
52360098,11
56315890,5
50554379,6
25993086,23
44504593,4
18796981,3
6367941,3
53547188,7
59223321,6
53932491,14
42848888,19
59599180,2
61807061,2
45337777,3
51181688,3
56447784,32
45110657,12
45110657,3
26098039,19
27850502,8
33038696,3
49988907,25
59754271,13
59874933,3
44170421,17
54457514,2
46358786,17
46382421,5
53995572,23
62018470,4
50227759,5
49669530,4
49669530,7
48053117,6
38152390,12
20972878,25
42747555,8
45373461,8
44773145,4
33023788,6
54708162,6
49807752,6
61009444,11
9070211,23
57574724,3
45221612,4
45221612,3
47692604,8
61968378,18
50545043,5
51022260,3
52291959,11
46718319,24
31843235,4
54674223,5
29565737,6
47419076,24
45131946,3
45131946,3
45131946,8
57914576,3
55576200,13
58900893,13
58900893,13
45397095,5
37805752,3
50335128,5
60997176,52
61356596,10
60340504,5
61223764,7
42765916,6
42765916,3
44589139,3
37757854,16
57535742,3
8488632,11
39065215,8
46431889,3
46431889,3
44575750,8
50405627,4
57531313,8
54808039,5
39207557,8
52465614,25
62028677,7
55779037,23
59349848,61
58859155,17
62060681,11
52305270,30
7014685,2
58780045,3
11404495,8
50945620,3
18885705,6
61079997,5
35361278,3
35361278,3
35361278,3
60163256,32
54187168,8
58975430,4
48261703,10
41965818,14
61292944,21
51298961,12
60219432,2
35828195,3
35828195,3
59516127,4
51208109,4
51208109,15
56990511,3
56990511,6
57131196,13
54459016,4
44767127,6
51487349,65
57760297,25
51762641,12
51762641,12
25342424,3
60260250,14
60060115,2
46836599,4
46836599,4
40285250,5
60115677,6
