45928115,3
60008373,1
34654192,6
52184094,8
52184094,8
56021991,0
61322130,0
59426614,0
59426614,0
54112205,0
48079738,0
48079738,0
46149343,5
59204919,2
55513105,9
61188367,0
54299870,1
54350056,1
33823352,0
55884714,0
61357729,0
50080335,0
42802172,0
56940528,0
54569436,0
61545693,0
50792649,0
46979423,0
40083520,1
36756327,0
59721794,0
56812422,0
56812422,0
47998818,0
60399703,9
59394162,13
55992475,6
57203833,0
51626668,0
55645431,0
52092531,0
47959832,0
59339737,4
53989588,0
59668088,0
54264856,0
47766495,0
47766495,0
47766495,1
55754152,0
44171012,0
61381971,0
57671508,0
61557086,0
53195713,0
59906263,1
39824922,0
48315411,9
56209362,0
55907020,0
52327312,0
54351182,1
54053820,0
50742454,0
55391566,2
46983263,0
57907060,0
49253449,0
44405396,2
51057881,0
61998403,0
54371542,1
61368144,1
48730568,0
56618349,0
44750512,0
56805291,0
60897669,0
59865408,0
52602534,0
44175215,0
53131969,0
59598462,0
44823543,0
55906375,3
55906375,3
46274411,0
58595044,1
61967755,2
54397661,0
55507718,5
50986628,3
57021496,0
61373175,0
49407498,0
54669325,0
59228885,0
47536541,1
57033546,1
45970990,0
51341023,0
51341023,0
57751809,0
56643708,7
57612453,0
51369182,1
60230434,1
52503696,5
56117557,0
44444248,1
44444248,0
46317952,0
57705232,0
58367216,0
58491546,0
57495441,0
50755097,0
54649264,1
51083663,0
26018049,1
61908956,0
60104629,0
53900017,0
48286338,6
60755971,0
56541521,0
50638872,0
45351123,11
54486212,2
54486212,2
47994192,0
57220422,0
51341798,7
38762276,0
48333562,0
53183817,0
60990316,0
60585291,0
48082976,3
40007140,0
56684045,2
44194224,1
44194224,1
49323613,0
49323613,0
57938490,6
52371761,0
50582837,1
49853073,14
55672319,0
55672319,0
56938197,0
56938197,0
34140529,1
53568092,0
42186725,0
53390638,1
49857686,0
53863073,1
48974719,22
51422881,0
51422881,0
51422881,0
54157841,2
55500224,0
45332318,1
53863411,0
49986095,0
37465271,0
54848918,0
58326802,0
58326802,0
50558764,1
55550656,0
45490735,1
59992119,0
60844660,0
54263490,7
60064949,0
57962496,2
55666493,0
42232882,0
51714796,0
61503288,1
61241564,1
53989578,0
47642900,0
53650740,0
51019044,0
48815362,2
59823091,0
47922140,0
47922140,0
60653089,4
39616000,0
56294053,0
47814253,0
56985583,0
59868216,0
61994960,4
54013138,0
46983220,0
59369096,2
53222280,0
50577120,0
41751983,4
57768867,0
60081635,6
44208910,0
58693520,0
58693520,0
61682298,0
61868174,0
50620956,9
60867924,0
46138893,7
50044522,0
55730869,0
61461075,0
60734742,14
45972036,1
45972036,1
53066478,0
53899385,0
45954173,0
48310185,0
42212326,0
39303219,0
61074950,15
57701005,0
41218185,0
41218185,0
46675407,1
59738366,0
59018051,0
60222967,0
59793227,2
44248897,0
44248897,0
44248897,0
28564853,4
35852445,11
35852445,8
46184478,0
46184478,0
57607807,0
44756777,9
50210476,0
44676596,0
47639682,2
47639682,2
47931612,0
47548249,0
55906353,4
29229476,0
56014044,6
54671760,0
58546984,0
58317773,0
52475829,0
58691397,13
58691397,0
51466348,3
52834310,1
57630225,0
53989642,0
47738468,1
60092998,1
51584201,0
54518756,0
59927239,0
43478510,2
55666489,8
58678049,2
58678049,3
51396097,8
44518512,5
47046990,0
51952130,0
56041556,13
56234886,0
44756263,0
61619341,14
56047426,0
56772600,0
47885192,0
46359591,0
54053413,0
54053413,0
54053413,0
54053413,0
54053413,0
54053413,0
54053413,0
54053413,0
54053413,0
54053413,0
57037505,0
60193390,2
61712525,1
54482435,3
59347832,0
49720072,3
51813211,0
59579585,0
48099803,0
51011561,0
55338136,1
55338136,0
58325500,0
61978103,0
53521507,0
51175118,0
51175118,0
45972237,1
60129413,0
51378993,1
